filename,width,height,class,xmin,ymin,xmax,ymax
DPAC_post_roi_15_rgb.txt,11,26,weeds,92,302,103,328
DPAC_post_roi_15_rgb.txt,25,20,weeds,313,484,338,504
DPAC_post_roi_15_rgb.txt,27,21,weeds,347,435,374,456
DPAC_post_roi_15_rgb.txt,37,21,weeds,256,390,293,411
DPAC_post_roi_15_rgb.txt,19,22,weeds,278,262,297,284
DPAC_post_roi_15_rgb.txt,18,13,weeds,537,199,555,212
DPAC_post_roi_15_rgb.txt,22,12,weeds,564,238,586,250
DPAC_post_roi_15_rgb.txt,29,16,weeds,540,256,569,272
DPAC_post_roi_15_rgb.txt,23,13,weeds,494,357,517,370
DPAC_post_roi_15_rgb.txt,11,7,weeds,466,363,477,370
DPAC_post_roi_15_rgb.txt,22,4,weeds,504,406,526,410
DPAC_post_roi_15_rgb.txt,15,10,weeds,306,446,321,456
DPAC_post_roi_15_rgb.txt,12,18,weeds,221,291,233,309
DPAC_post_roi_15_rgb.txt,13,14,weeds,290,316,303,330
DPAC_post_roi_15_rgb.txt,17,15,weeds,209,188,226,203
DPAC_post_roi_15_rgb.txt,35,35,weeds,64,429,99,464
DPAC_post_roi_15_rgb.txt,25,23,weeds,155,265,180,288
DPAC_post_roi_15_rgb.txt,18,17,weeds,369,153,387,170
DPAC_post_roi_15_rgb.txt,52,39,weeds,464,49,516,88
DPAC_post_roi_15_rgb.txt,26,35,weeds,459,101,485,136
DPAC_post_roi_15_rgb.txt,21,27,weeds,2,120,23,147
DPAC_post_roi_15_rgb.txt,30,23,weeds,9,196,39,219
DPAC_post_roi_15_rgb.txt,16,15,weeds,259,439,275,454
DPAC_post_roi_15_rgb.txt,24,20,weeds,243,454,267,474
DPAC_post_roi_15_rgb.txt,17,19,weeds,451,448,468,467
DPAC_post_roi_15_rgb.txt,25,18,weeds,184,456,209,474
DPAC_post_roi_15_rgb.txt,29,13,weeds,182,490,211,503
DPAC_post_roi_15_rgb.txt,14,18,weeds,116,479,130,497
DPAC_post_roi_15_rgb.txt,22,12,weeds,10,479,32,491
DPAC_post_roi_15_rgb.txt,29,20,weeds,544,346,573,366
DPAC_post_roi_15_rgb.txt,23,16,weeds,579,367,602,383
DPAC_post_roi_15_rgb.txt,26,20,weeds,549,262,575,282
DPAC_post_roi_15_rgb.txt,12,13,weeds,623,183,635,196
DPAC_post_roi_15_rgb.txt,15,14,weeds,471,332,486,346
DPAC_post_roi_15_rgb.txt,17,11,weeds,187,80,204,91
DPAC_post_roi_15_rgb.txt,12,21,weeds,54,66,66,87
DPAC_post_roi_15_rgb.txt,29,24,weeds,85,69,114,93
DPAC_post_roi_15_rgb.txt,53,42,weeds,123,82,176,124
DPAC_post_roi_15_rgb.txt,36,16,weeds,191,0,227,16
DPAC_post_roi_15_rgb.txt,31,34,weeds,214,84,245,118
DPAC_post_roi_15_rgb.txt,36,25,weeds,228,37,264,62
DPAC_post_roi_15_rgb.txt,39,53,weeds,277,14,316,67
DPAC_post_roi_15_rgb.txt,48,72,weeds,352,10,400,82
DPAC_post_roi_15_rgb.txt,41,38,weeds,436,66,477,104
DPAC_post_roi_15_rgb.txt,56,24,weeds,481,1,537,25
DPAC_post_roi_15_rgb.txt,31,33,weeds,503,64,534,97
DPAC_post_roi_15_rgb.txt,37,51,weeds,548,71,585,122
DPAC_post_roi_15_rgb.txt,37,19,weeds,555,24,592,43
DPAC_post_roi_15_rgb.txt,17,23,weeds,623,0,640,23
DPAC_post_roi_15_rgb.txt,32,30,weeds,192,167,224,197
DPAC_post_roi_15_rgb.txt,30,26,weeds,282,194,312,220
DPAC_post_roi_15_rgb.txt,33,26,weeds,502,148,535,174
DPAC_post_roi_15_rgb.txt,29,36,weeds,605,142,634,178
DPAC_post_roi_15_rgb.txt,24,23,weeds,599,186,623,209
DPAC_post_roi_15_rgb.txt,37,38,weeds,195,273,232,311
DPAC_post_roi_15_rgb.txt,43,51,weeds,305,333,348,384
DPAC_post_roi_15_rgb.txt,35,17,weeds,343,308,378,325
DPAC_post_roi_15_rgb.txt,36,36,weeds,374,189,410,225
DPAC_post_roi_15_rgb.txt,34,28,weeds,450,192,484,220
DPAC_post_roi_15_rgb.txt,29,17,weeds,382,125,411,142
DPAC_post_roi_15_rgb.txt,27,24,weeds,414,105,441,129
DPAC_post_roi_15_rgb.txt,34,21,weeds,111,239,145,260
DPAC_post_roi_15_rgb.txt,36,27,weeds,121,288,157,315
DPAC_post_roi_15_rgb.txt,21,37,weeds,7,333,28,370
DPAC_post_roi_15_rgb.txt,28,17,weeds,9,380,37,397
DPAC_post_roi_15_rgb.txt,23,39,weeds,8,416,31,455
DPAC_post_roi_15_rgb.txt,40,26,weeds,94,422,134,448
DPAC_post_roi_15_rgb.txt,33,25,weeds,60,445,93,470
DPAC_post_roi_15_rgb.txt,55,25,weeds,375,483,430,508
DPAC_post_roi_15_rgb.txt,43,8,weeds,284,465,327,473
DPAC_post_roi_15_rgb.txt,53,20,weeds,223,449,276,469
DPAC_post_roi_15_rgb.txt,26,3,weeds,460,431,486,434
DPAC_post_roi_15_rgb.txt,31,17,weeds,426,443,457,460
DPAC_post_roi_15_rgb.txt,30,25,weeds,242,347,272,372
DPAC_post_roi_15_rgb.txt,26,25,weeds,338,239,364,264
DPAC_post_roi_15_rgb.txt,33,21,weeds,552,333,585,354
DPAC_post_roi_15_rgb.txt,24,22,weeds,52,229,76,251
DPAC_post_roi_15_rgb.txt,19,22,weeds,144,184,163,206
DPAC_post_roi_15_rgb.txt,37,6,weeds,132,0,169,6
DPAC_post_roi_15_rgb.txt,28,41,weeds,194,193,222,234
DPAC_post_roi_15_rgb.txt,39,29,weeds,290,290,329,319
DPAC_post_roi_15_rgb.txt,26,23,weeds,324,326,350,349
DPAC_post_roi_15_rgb.txt,38,45,weeds,436,134,474,179
DPAC_post_roi_15_rgb.txt,42,67,weeds,588,102,630,169
DPAC_post_roi_15_rgb.txt,38,27,weeds,350,297,388,324
DPAC_post_roi_15_rgb.txt,32,37,weeds,384,40,416,77
DPAC_post_roi_15_rgb.txt,34,23,weeds,19,50,53,73
DPAC_post_roi_15_rgb.txt,41,20,weeds,48,68,89,88
DPAC_post_roi_15_rgb.txt,23,25,weeds,111,106,134,131
DPAC_post_roi_15_rgb.txt,27,23,weeds,139,83,166,106
DPAC_post_roi_15_rgb.txt,56,49,weeds,259,223,315,272
DPAC_post_roi_15_rgb.txt,38,26,weeds,347,69,385,95
DPAC_post_roi_15_rgb.txt,34,38,weeds,444,45,478,83
DPAC_post_roi_15_rgb.txt,28,28,weeds,559,10,587,38
DPAC_post_roi_15_rgb.txt,34,35,weeds,468,173,502,208
DPAC_post_roi_15_rgb.txt,50,50,weeds,426,358,476,408
DPAC_post_roi_15_rgb.txt,33,35,weeds,510,232,543,267
DPAC_post_roi_15_rgb.txt,25,46,weeds,607,88,632,134
DPAC_post_roi_15_rgb.txt,19,30,weeds,564,224,583,254
DPAC_post_roi_15_rgb.txt,23,30,weeds,124,288,147,318
DPAC_post_roi_15_rgb.txt,43,34,weeds,502,478,545,512
DPAC_post_roi_15_rgb.txt,38,24,weeds,326,482,364,506
DPAC_post_roi_15_rgb.txt,36,31,weeds,61,352,97,383
DPAC_post_roi_15_rgb.txt,21,38,weeds,618,325,639,363
DPAC_post_roi_15_rgb.txt,36,23,weeds,403,291,439,314
DPAC_post_roi_15_rgb.txt,20,26,weeds,10,185,30,211
DPAC_post_roi_15_rgb.txt,25,28,weeds,323,442,348,470
DPAC_post_roi_15_rgb.txt,24,24,weeds,410,467,434,491
DPAC_post_roi_15_rgb.txt,25,25,weeds,495,342,520,367
DPAC_post_roi_15_rgb.txt,29,28,weeds,608,143,637,171
DPAC_post_roi_15_rgb.txt,37,37,weeds,544,456,581,493
DPAC_post_roi_15_rgb.txt,31,22,weeds,143,433,174,455
DPAC_post_roi_15_rgb.txt,27,17,weeds,299,36,326,53
DPAC_post_roi_15_rgb.txt,18,22,weeds,184,92,202,114
DPAC_post_roi_15_rgb.txt,22,17,weeds,104,467,126,484
DPAC_post_roi_15_rgb.txt,20,16,weeds,460,480,480,496
DPAC_post_roi_15_rgb.txt,17,23,weeds,210,180,227,203
DPAC_post_roi_15_rgb.txt,19,14,weeds,490,440,509,454
DPAC_post_roi_15_rgb.txt,56,46,weeds,338,89,394,135
DPAC_post_roi_15_rgb.txt,92,75,weeds,440,428,532,503
DPAC_post_roi_15_rgb.txt,29,16,weeds,97,108,126,124
DPAC_post_roi_15_rgb.txt,22,20,weeds,559,283,581,303
DPAC_post_roi_15_rgb.txt,24,21,weeds,95,13,119,34
DPAC_post_roi_15_rgb.txt,47,25,weeds,544,457,591,482
DPAC_post_roi_15_rgb.txt,66,29,weeds,407,457,473,486
DPAC_post_roi_15_rgb.txt,43,42,weeds,552,84,595,126
DPAC_post_roi_15_rgb.txt,35,35,weeds,598,43,633,78
DPAC_post_roi_15_rgb.txt,61,15,weeds,324,2,385,17
DPAC_post_roi_15_rgb.txt,16,30,weeds,459,302,475,332
DPAC_post_roi_15_rgb.txt,28,19,weeds,548,298,576,317
DPAC_post_roi_15_rgb.txt,18,14,weeds,578,404,596,418
DPAC_post_roi_15_rgb.txt,22,19,weeds,382,277,404,296
DPAC_post_roi_15_rgb.txt,35,19,weeds,107,5,142,24
DPAC_post_roi_15_rgb.txt,26,17,weeds,247,495,273,512
DPAC_post_roi_15_rgb.txt,32,43,weeds,607,270,639,313
DPAC_post_roi_15_rgb.txt,37,33,weeds,400,419,437,452
DPAC_post_roi_15_rgb.txt,26,20,weeds,432,344,458,364
DPAC_post_roi_15_rgb.txt,17,23,weeds,478,344,495,367
DPAC_post_roi_15_rgb.txt,17,18,weeds,448,425,465,443
DPAC_post_roi_15_rgb.txt,27,41,weeds,402,181,429,222
DPAC_post_roi_15_rgb.txt,17,24,weeds,518,139,535,163
DPAC_post_roi_15_rgb.txt,26,25,weeds,537,213,563,238
DPAC_post_roi_15_rgb.txt,26,18,weeds,489,244,515,262
DPAC_post_roi_15_rgb.txt,22,38,weeds,568,224,590,262
DPAC_post_roi_15_rgb.txt,39,33,weeds,444,182,483,215
DPAC_post_roi_15_rgb.txt,26,18,weeds,533,337,559,355
DPAC_post_roi_15_rgb.txt,13,10,weeds,594,22,607,32
DPAC_post_roi_15_rgb.txt,25,9,weeds,583,2,608,11
DPAC_post_roi_15_rgb.txt,15,16,weeds,525,7,540,23
DPAC_post_roi_15_rgb.txt,19,15,weeds,589,385,608,400
DPAC_post_roi_15_rgb.txt,20,14,weeds,251,450,271,464
